"CountryArea","Year","Item","Value"
"Swaziland","1976","Household consumption expenditure (including Non-profit institutions serving households)","161160515.70986"
"Swaziland","1976","General government final consumption expenditure","59523734.2982402"
"Swaziland","1976","Gross capital formation","75546462.3343074"
"Swaziland","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","87899682.9735655"
"Swaziland","1976","Changes in inventories","-12353220.6392581"
"Swaziland","1976","Exports of goods and services","236961770.893946"
"Swaziland","1976","Imports of goods and services","223558531.255601"
"Swaziland","1976","Gross Domestic Product (GDP)","308545928.931699"
"Swaziland","1975","Final consumption expenditure","221556806.979455"
"Swaziland","1975","Household consumption expenditure (including Non-profit institutions serving households)","162071525.473012"
"Swaziland","1975","General government final consumption expenditure","59485281.5064426"
"Swaziland","1975","Gross capital formation","66877958.5417352"
"Swaziland","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","84974682.8886452"
"Swaziland","1975","Changes in inventories","-18096724.34691"
"Swaziland","1975","Exports of goods and services","241360551.964024"
"Swaziland","1975","Imports of goods and services","199043942.332986"
"Swaziland","1975","Gross Domestic Product (GDP)","328888112.745401"
"Swaziland","1974","Final consumption expenditure","128634067.879772"
"Swaziland","1974","Household consumption expenditure (including Non-profit institutions serving households)","82189642.4846792"
"Swaziland","1974","General government final consumption expenditure","46444425.3950932"
"Swaziland","1974","Gross capital formation","78668262.0885395"
"Swaziland","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","79365619.0226378"
"Swaziland","1974","Changes in inventories","-697356.934098227"
"Swaziland","1974","Exports of goods and services","219072692.994547"
"Swaziland","1974","Imports of goods and services","155194351.605598"
"Swaziland","1974","Gross Domestic Product (GDP)","268164981.364467"
"Swaziland","1973","Final consumption expenditure","136774503.383073"
"Swaziland","1973","Household consumption expenditure (including Non-profit institutions serving households)","101979095.3124"
"Swaziland","1973","General government final consumption expenditure","34795408.0706729"
"Swaziland","1973","Gross capital formation","55790257.8270157"
"Swaziland","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","54200641.0857039"
"Swaziland","1973","Changes in inventories","1589616.74131185"
"Swaziland","1973","Exports of goods and services","179412797.317654"
"Swaziland","1973","Imports of goods and services","151256181.090964"
"Swaziland","1973","Gross Domestic Product (GDP)","219847885.033943"
"Swaziland","1972","Final consumption expenditure","114279110.458222"
"Swaziland","1972","Household consumption expenditure (including Non-profit institutions serving households)","86754685.103164"
"Swaziland","1972","General government final consumption expenditure","27524425.3550579"
"Swaziland","1972","Gross capital formation","39155084.2672932"
"Swaziland","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","38122489.835841"
"Swaziland","1972","Changes in inventories","1032594.43145222"
"Swaziland","1972","Exports of goods and services","112958878.844814"
"Swaziland","1972","Imports of goods and services","104345307.720513"
"Swaziland","1972","Gross Domestic Product (GDP)","160942358.004337"
"Swaziland","1971","Final consumption expenditure","108612692.523546"
"Swaziland","1971","Household consumption expenditure (including Non-profit institutions serving households)","86885183.2197573"
"Swaziland","1971","General government final consumption expenditure","21727509.3037882"
"Swaziland","1971","Gross capital formation","33876181.68175"
"Swaziland","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","35270984.9392156"
"Swaziland","1971","Changes in inventories","-1394803.25746564"
"Swaziland","1971","Exports of goods and services","106310992.476844"
"Swaziland","1971","Imports of goods and services","90940609.7603114"
"Swaziland","1971","Gross Domestic Product (GDP)","156716867.966948"
"Swaziland","1970","Final consumption expenditure","81568237.4053323"
"Swaziland","1970","Household consumption expenditure (including Non-profit institutions serving households)","63494163.4277323"
"Swaziland","1970","General government final consumption expenditure","18074073.9776"
"Swaziland","1970","Gross capital formation","34095183.1755648"
"Swaziland","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","36162873.1493159"
"Swaziland","1970","Changes in inventories","-2067689.97375109"
"Swaziland","1970","Exports of goods and services","90047964.0168335"
"Swaziland","1970","Imports of goods and services","82225045.7428717"
"Swaziland","1970","Gross Domestic Product (GDP)","122599622.609191"
"Sweden","1986","Final consumption expenditure","108456616467.976"
"Sweden","1986","Household consumption expenditure (including Non-profit institutions serving households)","70864109622.3109"
"Sweden","1986","General government final consumption expenditure","37592506845.6652"
"Sweden","1986","Gross capital formation","36818110010.6922"
"Sweden","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","36497791731.3618"
"Sweden","1986","Changes in inventories","320318279.330393"
"Sweden","1986","Exports of goods and services","46547208351.7892"
"Sweden","1986","Imports of goods and services","41497654504.4044"
"Sweden","1986","Gross Domestic Product (GDP)","148376451692.383"
"Sweden","1985","Final consumption expenditure","82180309905.583"
"Sweden","1985","Household consumption expenditure (including Non-profit institutions serving households)","53332662345.4734"
"Sweden","1985","General government final consumption expenditure","28847647560.1096"
"Sweden","1985","Gross capital formation","29926497339.1767"
"Sweden","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","28941345416.2661"
"Sweden","1985","Changes in inventories","985151922.910577"
"Sweden","1985","Exports of goods and services","37827254458.1234"
"Sweden","1985","Imports of goods and services","35518324487.0033"
"Sweden","1985","Gross Domestic Product (GDP)","112514121334.798"
"Sweden","1984","Final consumption expenditure","78543127448.538"
"Sweden","1984","Household consumption expenditure (including Non-profit institutions serving households)","50607098531.3379"
"Sweden","1984","General government final consumption expenditure","27936028917.2001"
"Sweden","1984","Gross capital formation","26104975993.6444"
"Sweden","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","26422979802.7531"
